row#,user_id,vehicle_model_id,package_id,travel_type_id,from_area_id,to_area_id,from_city_id,to_city_id,from_date,to_date,online_booking,mobile_site_booking,booking_created,from_lat,from_long,to_lat,to_long,Car_Cancellation,Dist_trip_length
126,22212,12,,2,393,1096,,,1/9/13 11:45,,1,0,1/7/13 11:07,13.19956,77.70688,12.96519,77.71932,0,26.12482742
127,19280,12,,2,1063,156,,,1/7/13 12:43,,0,0,1/7/13 11:19,12.934477,77.611284,13.02622,77.70143,0,14.13938252
128,22481,12,,2,83,529,,,1/7/13 16:33,,0,0,1/7/13 12:33,12.92415,77.67229,12.93615,77.61322,0,6.546652253
129,16801,12,1,3,1054,,,,1/7/13 16:04,1/7/13 0:00,1,0,1/7/13 12:34,12.90184,77.581587,,,0,8671.789443
130,868,85,,2,561,393,,,1/7/13 17:02,,0,0,1/7/13 12:49,13.00983,77.62967,13.19956,77.70688,0,22.71913228
131,22482,12,,2,1373,393,,,1/7/13 15:50,,0,0,1/7/13 13:12,13.037255,77.58166,13.19956,77.70688,0,22.5995923
132,22486,12,,2,293,83,,,1/7/13 15:21,,0,0,1/7/13 14:16,12.849482,77.663187,12.92415,77.67229,0,8.370505709
133,18476,12,,2,220,393,,,1/8/13 3:50,,1,0,1/7/13 15:31,12.99722,77.62003,13.19956,77.70688,0,24.4135388
134,22484,12,,2,625,758,,,1/7/13 16:19,,0,0,1/7/13 16:02,12.95431,77.6553,12.98768,77.59851,0,7.193846249
135,15676,12,,2,393,1096,,,1/7/13 22:33,,0,0,1/7/13 16:08,13.19956,77.70688,12.96519,77.71932,0,26.12482742
136,22486,28,,2,83,393,,,1/7/13 17:02,,0,0,1/7/13 16:11,12.92415,77.67229,13.19956,77.70688,0,30.88713979
137,22325,12,2,3,1298,,,,1/8/13 9:36,,0,0,1/7/13 16:53,12.879678,77.646355,,,0,8678.688537
138,22489,85,,2,243,1059,,,1/7/13 21:07,,0,0,1/7/13 17:07,13.24373,77.70915,12.90881,77.631127,0,38.23101909
139,19545,85,,2,105,1068,,,1/8/13 10:33,,1,0,1/7/13 17:32,13.01766,77.64503,13.044009,77.606805,0,5.078343385
140,8919,12,1,3,293,,,,1/7/13 18:57,1/7/13 0:00,1,0,1/7/13 17:33,12.849482,77.663187,,,0,8680.349467
141,22491,54,,2,357,463,,,1/7/13 18:57,,0,0,1/7/13 17:46,13.03064,77.6491,12.96037,77.58132,0,10.73509287
142,22493,28,,2,1045,585,,,1/7/13 21:36,,1,0,1/7/13 18:56,12.940238,77.589161,12.97677,77.5727,0,4.441535827
143,12550,12,,2,393,1261,,,1/8/13 19:26,,0,0,1/7/13 19:14,13.19956,77.70688,13.08324,77.480214,0,27.7746556
144,22496,12,,2,25,1108,,,1/7/13 21:36,,0,0,1/7/13 19:46,12.98059,77.57475,13.00097,77.65079,0,8.554421516
145,22499,12,,2,184,1384,,,1/11/13 6:00,1/12/13 0:00,1,0,1/7/13 20:41,12.95871,77.56337,13.02853,77.54625,0,7.991097805
146,20199,65,2,3,1010,,,,1/8/13 10:04,,0,0,1/7/13 20:57,12.96691,77.74935,,,0,8690.323259
147,17888,12,1,3,849,,,,1/8/13 7:40,1/8/13 0:00,1,0,1/7/13 22:17,12.95434,77.60072,,,0,8674.150164
148,12479,12,,2,1096,455,,,1/8/13 18:43,,0,0,1/8/13 0:51,12.96519,77.71932,12.999874,77.67812,0,5.905976935
149,22511,12,,2,433,1384,,,1/8/13 5:02,,0,0,1/8/13 4:29,12.91226,77.59773,13.02853,77.54625,0,14.0965092
150,22515,12,,2,1010,58,,,1/8/13 8:38,,0,0,1/8/13 8:13,12.96691,77.74935,12.88963,77.60119,0,18.23223563
151,22520,12,,2,768,393,,,1/9/13 9:07,,1,0,1/8/13 11:08,12.98999,77.55332,13.19956,77.70688,0,28.66125311
152,22521,28,,2,1061,393,,,1/8/13 16:48,,0,0,1/8/13 12:59,12.924878,77.566255,13.19956,77.70688,0,34.16903806
153,13265,12,,2,1281,186,,,1/9/13 5:31,,0,0,1/8/13 15:04,12.934634,77.611283,12.80257,77.70453,0,17.84749344
154,21186,12,1,3,83,,,,1/8/13 16:33,,0,0,1/8/13 15:53,12.92415,77.67229,,,0,8681.740919
155,2374,65,2,3,1294,,,,1/10/13 9:07,,0,0,1/8/13 16:59,12.964653,77.599573,,,0,8674.082421
156,20916,12,,2,253,793,,,1/8/13 17:45,,0,0,1/8/13 17:11,12.97635,77.61468,13.02239,77.59492,0,5.555265309
157,20501,12,,2,1165,1175,,,1/8/13 18:00,,0,0,1/8/13 17:27,12.990947,77.687112,12.959979,77.647998,0,5.466906019
158,22534,12,,2,1034,463,,,1/12/13 1:26,,0,0,1/8/13 19:13,13.047926,77.597766,12.96037,77.58132,0,9.908590741
159,21479,85,,2,393,308,,,1/10/13 0:43,,0,0,1/8/13 19:20,13.19956,77.70688,12.99049,77.69798,0,23.29359177
160,22536,12,,2,1122,1021,,,1/8/13 22:04,,0,0,1/8/13 19:25,13.02622,77.70143,13.02853,77.54625,0,16.83193945
161,18310,12,,2,1077,197,,,1/8/13 21:36,,0,0,1/8/13 19:27,12.990236,77.586393,12.9119,77.54682,0,9.719861799
162,22537,12,2,3,846,,,,1/9/13 9:07,1/9/13 0:00,1,0,1/8/13 19:41,12.98635,77.58203,,,0,8672.300906
163,22270,12,1,3,601,,,,1/9/13 8:38,,0,0,1/8/13 20:31,13.02434,77.56593,,,0,8670.766218
164,22543,12,,2,112,393,,,1/9/13 8:24,,1,0,1/8/13 21:06,12.93331,77.56666,13.19956,77.70688,0,33.31149792
165,868,12,,2,1375,393,,,1/9/13 6:00,,0,0,1/8/13 21:18,12.94371,77.600549,13.19956,77.70688,0,30.72646428
166,20774,12,,2,150,393,,,1/9/13 6:14,,0,0,1/8/13 21:30,12.89724,77.61065,13.19956,77.70688,0,35.2350005
167,868,12,,2,219,1154,,,1/9/13 6:57,,0,0,1/8/13 21:42,12.97029,77.56597,12.87153,77.60206,0,11.6704718
168,22551,12,1,3,1169,,,,1/9/13 8:24,,0,0,1/9/13 7:32,13.018523,77.644366,,,0,8679.230726
169,4734,85,,2,1147,393,,,1/9/13 12:00,,0,0,1/9/13 7:53,13.03064,77.6491,13.19956,77.70688,0,19.82008445
170,22552,12,1,3,1083,,,,1/9/13 10:48,,0,0,1/9/13 8:59,12.900648,77.589183,,,0,8672.606173
171,22557,24,,2,149,1096,,,1/9/13 11:31,,0,0,1/9/13 9:53,12.93022,77.56039,12.96519,77.71932,0,17.67619865
172,20994,12,,2,1021,358,,,1/9/13 16:33,,0,0,1/9/13 11:12,13.02853,77.54625,13.13785,77.47725,0,14.28534967
173,13164,12,1,3,450,,,,1/9/13 13:12,,0,0,1/9/13 12:13,12.9334,77.62652,,,0,8676.831319
174,22562,12,,2,1232,393,,,1/10/13 4:33,1/11/13 0:00,1,0,1/9/13 12:16,12.88019,77.64558,13.19956,77.70688,0,36.16835913
175,22568,12,,2,1192,393,,,1/10/13 5:31,,0,0,1/9/13 14:13,12.97677,77.5727,13.19956,77.70688,0,28.75331927
176,22559,12,,2,789,677,,,1/9/13 15:36,,0,0,1/9/13 14:59,12.9634,77.60343,13.05845,77.64075,1,11.32875609
177,22502,12,,2,1068,1244,,,1/9/13 19:55,,1,0,1/9/13 18:20,13.044009,77.606805,12.96462,77.68779,0,12.46038302
178,22594,85,,2,1192,571,,,1/10/13 7:26,,0,0,1/9/13 20:06,12.97677,77.5727,12.95185,77.69642,0,13.70509547
179,12849,12,2,3,330,,,,1/10/13 6:43,,0,0,1/9/13 20:19,12.858833,77.589127,,,0,8672.372044
180,19767,12,,2,1230,149,,,1/9/13 21:36,,0,0,1/9/13 20:33,13.02239,77.59492,12.93022,77.56039,0,10.92266858
181,22597,12,,2,1330,393,,,1/11/13 4:48,,0,0,1/9/13 20:49,12.953434,77.70651,13.19956,77.70688,0,27.39868473
182,22601,12,,2,168,1388,,,1/10/13 19:12,,1,0,1/9/13 22:15,12.99313,77.59828,12.919722,77.592806,0,8.193300857
183,22603,28,,2,271,585,,,1/11/13 5:02,,1,0,1/9/13 22:52,12.95641,77.64076,12.97677,77.5727,0,7.723267802
184,17664,12,,2,767,1234,,,1/10/13 11:31,,1,0,1/9/13 22:57,12.9122,77.51043,12.98635,77.58203,0,11.33458449
185,22481,12,,2,529,83,,,1/10/13 8:24,,0,0,1/9/13 23:31,12.93615,77.61322,12.92415,77.67229,0,6.546652253
186,22606,28,,2,393,625,,,1/10/13 18:57,,1,0,1/9/13 23:36,13.19956,77.70688,12.95431,77.6553,0,27.86814301
187,20415,12,2,3,572,,,,1/10/13 9:07,,0,0,1/10/13 1:00,12.91873,77.61494,,,0,8675.496333
188,22611,85,,2,1010,832,,,1/10/13 5:02,,0,0,1/10/13 4:40,12.96691,77.74935,12.88019,77.64558,0,14.83099474
189,22619,12,2,3,784,,,,1/10/13 10:33,,0,0,1/10/13 9:32,12.96634,77.60709,,,0,8674.906137
190,3355,12,,2,293,448,,,1/10/13 14:24,,0,0,1/10/13 14:13,12.849482,77.663187,12.92732,77.63575,0,9.162146556
191,22569,85,,2,1354,393,,,1/10/13 15:50,,0,0,1/10/13 14:33,12.900166,77.630421,13.19956,77.70688,0,34.34434729
192,22637,85,,2,393,949,,,1/26/13 23:02,,0,0,1/10/13 15:05,13.19956,77.70688,12.98275,77.61582,0,26.07663015
193,22638,12,,2,89,393,,,1/12/13 6:00,,0,0,1/10/13 15:25,12.96519,77.71932,13.19956,77.70688,0,26.12482742
194,22640,85,,2,393,1314,,,1/11/13 17:45,,1,0,1/10/13 15:41,13.19956,77.70688,12.973553,77.62179,0,26.79735913
195,22646,28,,2,571,451,,,1/10/13 18:14,,1,0,1/10/13 16:48,12.95185,77.69642,12.9739,77.57914,1,12.95747041
196,22645,24,,2,1390,393,,,1/10/13 18:14,,0,0,1/10/13 16:50,12.969368,77.641302,13.19956,77.70688,0,26.59314375
197,22648,12,,2,201,393,,,1/11/13 18:00,,0,0,1/10/13 18:12,13.03779,77.59884,13.19956,77.70688,0,21.48233866
198,8769,65,,2,571,393,,,1/11/13 23:02,,1,0,1/10/13 18:55,12.95185,77.69642,13.19956,77.70688,0,27.59830194
199,21039,12,,2,24,849,,,1/10/13 21:36,,0,0,1/10/13 19:05,13.03289,77.59194,12.95434,77.60072,0,8.795866726
